wavelength,intensity,reflectance
901.1691579167898,16842,0.7968018167194966
905.0632354537707,18787,0.8007757555091428
908.9530429064923,20770,0.8022092619056815
912.8385802749547,22571,0.7956780766383473
918.0126544129456,25171,0.7900998179421181
921.8882282514696,27963,0.7827291812456263
925.7595320057344,31469,0.7689619783012414
929.62656567574,35619,0.7669896640826873
933.4893292614863,40322,0.7708572302515867
937.3478227629734,45176,0.7792593103686198
941.202046180201,49561,0.7881086410329803
945.0519995131696,53122,0.7949420127197905
948.8976827618787,56471,0.7985039804301409
954.0186180735321,60336,0.8026179264107272
957.8543377923032,63370,0.8021620526842111
961.6857874268148,66071,0.8016184999150712
965.5129669770672,68899,0.8014866688381183
969.3358764430603,71528,0.8012097451694203
973.1545158247943,74676,0.7999314430173642
976.9688851222688,77257,0.7997701839563557
980.7789843354842,80443,0.7987350193123033
985.8524742664791,83949,0.7982902406785786
989.6526099497563,86786,0.796691544343771
993.448475548774,89429,0.7958370042092711
997.2400710635326,91649,0.7951018071087128
1001.0273964940318,93903,0.7950335274993227
1004.8104518402719,96156,0.7944938361370922
1008.5892371022526,97960,0.7940663883597455
1012.363752279974,99838,0.7938772264631043
1016.1339973734363,101458,0.7945400723604867
1021.1543484780938,103262,0.7947816047719838
1024.9146300416178,103771,0.7956373394671267
1028.6706415208823,104271,0.7957492273056817
1032.4223829158877,104491,0.7958308580481043
1036.169854226634,104685,0.7962471381956752
1039.9130554531207,104790,0.7963613150335141
1043.6519865953483,104749,0.7972068952395449
1047.3866476533167,104288,0.7970529340731569
1051.117038627026,104233,0.797223603197063
1056.0842509053457,103587,0.7975408637004073
1059.8046783491166,103066,0.7980147576904911
1063.520835708628,102495,0.7983284912023803
1067.2327229838804,102435,0.79775552163484
1070.9403401748732,102470,0.7981337674375132
1074.643687281607,101966,0.7984057880230518
1078.3427643040816,102052,0.7993921448825806
1082.037571242297,102218,0.7993212439690024
1085.7281080962528,102306,0.8000531773464504
1090.6421815482354,102796,0.8005046178765555
1094.322754872253,102971,0.799861732537907
1097.9990581120114,103551,0.8006788887256532
1101.6710912675103,104112,0.801330008312552
1105.3388543387505,104456,0.8015469850672969
1109.002347325731,105185,0.8019777823524479
1112.6615702284523,105841,0.8020019549749566
1116.3165230469144,106412,0.8024311525352155
1121.1831511182384,107488,0.8026044622323109
1124.828140406762,108339,0.8029631496249741
1128.4688596110266,109135,0.8026698047291583
1132.105308731032,109685,0.8024302989955447
1135.737487766778,110640,0.801715892292977
1139.3653967182647,111299,0.8003840151880164
1142.9890355854923,111782,0.7998254124987478
1146.6084043684605,112267,0.7972093023255814
1150.2235030671693,113130,0.7957207064632525
1155.0369923121557,113753,0.7935775976336314
1158.6421274809263,114425,0.7920932582947411
1162.2429925654378,115097,0.7908055295992964
1165.83958756569,115686,0.7881806289856652
1169.431912481683,116832,0.786255072580808
1173.0199673134166,117610,0.7838262932700638
1176.6037520608907,118087,0.7809780164545912
1180.183266724106,118789,0.7780208408380872
1183.7585113030618,119700,0.7742311050742214
1188.5188617217107,120548,0.7698713772975182
1192.0841427707282,121625,0.767113006073832
1195.6451537354865,123001,0.7641712226640159
1199.2018946159856,124141,0.7621482904907203
1202.754365412225,125150,0.7601064088236723
1206.3025661242057,126792,0.7580941220082391
1209.846496751927,128115,0.7562601088509262
1213.3861572953888,129294,0.755394044203995
1218.0990623333792,131474,0.7543967362302542
1221.6287593469028,133394,0.7543373521228709
1225.1541862761674,135078,0.7551657050852006
1228.6753431211725,136798,0.7560949996407391
1232.1922298819184,138989,0.7575199341614026
1235.704846558405,141147,0.7590915446752213
1239.2131931506324,142868,0.7607333216189305
1242.7172696586003,145051,0.7621427070197562
1246.2170760823092,146642,0.7628108760449233
1250.8768422939622,149248,0.7637684867714037
1254.3666851877329,151420,0.7643112768975282
1257.852257997244,153678,0.7649743893515454
1261.333560722496,155638,0.7658671968034327
1264.8105933634888,158057,0.765668749697234
1268.2833559202222,159848,0.7660912323751282
1271.7518483926965,161865,0.7660979246042076
1275.2160707809114,163581,0.7669165529754286
1278.6760230848672,165629,0.7680027079411301
1283.2826504701825,168441,0.7700934493983395
1286.7326392441998,170179,0.7715873901077726
1290.178357933958,172354,0.7736094653308916
1293.619806539457,173891,0.7751571345785228
1297.0569850606967,175407,0.7764738691999186
1300.4898934976768,176857,0.7771645273699613
1303.918531850398,177811,0.7781731131125874
1307.3429001188597,179031,0.77839903651755
1311.9020821235167,180348,0.7789838327207074
1315.3164868620402,181359,0.7781777770149664
1318.7266215163045,182165,0.7783997436171349
1322.1324860863097,182579,0.7780476683584545
1325.5340805720552,183072,0.7771217054296472
1328.9314049735417,183251,0.7764379382666355
1332.324459290769,183286,0.7752854139612793
1335.713243523737,183485,0.7734835742499547
1339.0977576724456,183047,0.7715233462871016
1343.603800850765,182562,0.7675832492431887
1346.9783514695355,181587,0.7640942562592047
1350.3486320040465,180774,0.7599697313658721
1353.7146424542984,179123,0.7558506553240331
1357.0763828202912,177635,0.7516301151341539
1360.4338531020244,176032,0.7464328268972272
1363.7870532994984,174805,0.741383990296121
1367.1359834127134,173803,0.7362693224998835
1370.480643441669,172641,0.7329645322623101
1374.9335477936509,171995,0.730296288118753
1378.268244292668,170907,0.7294833215954927
1381.5986707074262,170337,0.7287986205893301
1384.9248270379248,169821,0.7282079209619046
1388.2467132841643,169063,0.7271620709084419
1391.5643294461445,167809,0.7251212071453881
1394.8776755238655,166462,0.722369043434488
1398.1867515173271,164551,0.7176889292085189
1401.4915574265297,162946,0.7115359422897216
1405.891322952174,159745,0.7010479843416745
1409.1861653314381,156875,0.69062597678176
1412.476737626443,153543,0.6787630962380089
1415.7630398371887,150683,0.6661641504012025
1419.045071963675,147414,0.6531152944720857
1422.322834005902,144173,0.6405838313376135
1425.59632596387,141502,0.6292865370162011
1428.8655478375783,138936,0.6197492204959385
1433.2178679825643,136316,0.6099313628106348
1436.4771263263347,135005,0.6040384064714726
1439.7321145858455,133757,0.5990576811970674
1442.9828327610974,132639,0.5949404561663191
1446.2292808520897,131360,0.5907298229519402
1449.471458858823,130067,0.586902570211537
1452.709366781297,129224,0.5832566032966835
1455.9430046195116,127431,0.5784587868938782
1459.1723723734672,125983,0.5737662361321115
1463.4715536921155,123943,0.5674604083015516
1466.6909579161327,122228,0.5625031639307295
1469.9060920558904,120641,0.5573516774926774
1473.116956111389,118622,0.5518919497341082
1476.3235500826286,117213,0.5471950029644223
1479.5258739696087,115227,0.5427095206247233
1482.7239277723295,113937,0.5397299857887258
1485.917711490791,112920,0.5378474669918265
1489.1072251249932,111594,0.5361590498520198
1493.353267617304,110254,0.5360697424527522
1496.532817721568,109564,0.5365156159714809
1499.7080977415728,109115,0.5374726005467576
1502.8791076773184,108564,0.5393948427485468
1506.0458475288046,108118,0.5412882618577965
1509.2083172960315,107331,0.5433353076070284
1512.3665169789992,106915,0.5458523086976944
1515.5204465777076,106351,0.5480202407453212
1519.71904368936,105080,0.5495528476544114
1522.8630097581301,104129,0.5505159980544335
1526.002705742641,102853,0.5508467314345697
1529.1381316428926,101818,0.5510377486131782
1532.269287458885,100025,0.5501864665955271
1535.3961731906181,98704,0.5500086370703058
1538.518788838092,96938,0.5493669738288732
1541.6371344013064,95610,0.5500834244289742
1544.7512098802617,94682,0.5508129963058844
1548.8966681655766,92798,0.5522342761587946
1552.0007801145937,91483,0.5539354893400585
1555.1006219793514,89972,0.5552661787032351
1558.1961937598498,88612,0.556709450842176
1561.2874954560891,87323,0.5578924503108169
1564.374527068069,85909,0.559347084407636
1567.4572885957898,84687,0.5609933823091038
1570.5357800392512,83104,0.5617868152073981
1573.6100013984533,81690,0.5630841765695221
1577.7023208574308,79710,0.564278635140875
1580.7665786866946,78427,0.5657534048938134
1583.8265664316991,76560,0.5664313934389843
1586.8822840924445,75184,0.5682154841440189
1589.9337316689307,73842,0.5709050424456094
1592.9809091611576,72497,0.5737292360775872
1596.023816569125,71516,0.5787207872078721
1599.0624538928334,70376,0.5833457668142107
1602.0968211322825,68800,0.5887537759826112
1606.1360017649222,67729,0.5977424365446394
1609.160405474433,66592,0.6035875171082328
1612.1805390996844,65038,0.6098780018942058
1615.1964026406768,64104,0.6163964691628685
1618.2079960974097,62773,0.6227418378785925
1621.2153194698833,61420,0.6277852733145264
1624.2183727580978,60214,0.6337982211462555
1627.2171559620529,58999,0.6392645082997442
1631.2088912140343,56955,0.646283204920172
1634.1977108880512,56005,0.6513345350933303
1637.1822604778088,54462,0.6556631031493788
1640.1625399833072,53283,0.6604320826980998
1643.1385494045462,51637,0.6647827486321211
1646.1102887415261,50339,0.6699717844974447
1649.0777579942467,48891,0.6754393236074271
1652.0409571627079,47371,0.6823924285858338
1654.99988624691,46111,0.6911742662709476
1658.9384826725538,43792,0.7049241021843762
1661.8874482268175,42368,0.7223624087840141
1664.832143696822,40361,0.7450940574867544
1667.7725690825673,38139,0.7760978389157951
1670.708724384053,35768,0.8145567169957414
1673.64060960128,32862,0.8566066261762636
1676.5682247342472,29792,0.8991097027312509
1679.4915697829554,26531,0.9383864464329926
1682.4106447474044,23047,0.967304625199362
1686.2961023467108,18626,0.9923810538654164
1689.2052137812213,16006,0.991390523381852
1692.1100551314726,13402,0.9797499817238102
1695.0106263974646,11211,0.9688040096785344
1697.9069275791976,9582,0.9584875462638791
1700.7989586766712,8022,0.9320320669222726
